Harvard Presentation Graphics;Unknown;HPG.EXE;0;Software Publishing Corp.
HP Download Manager;Unknown;hpjdwnld.exe;0;Hewlett Packard
HP Download Manager;3.02;hpjdwnld.exe;409600;Hewlett Packard
HP Network Printer Installation Wizard;Unknown;hpjsi.exe;0;Hewlett Packard
HP Network Printer Installation Wizard;3.00.075.0;hpjsi.exe;466992;Hewlett Packard
Harvard Project Manager;Unknown;HPM.EXE;0;Software Publishing Corp.
Newwave Mail;Unknown;HPNWMTC.NWE;0;Hewlett Packard
Newwave;Unknown;HPOFFICE.NWE;0;Hewlett Packard
Harvard Professional Publisher;Unknown;HPP.OVL;0;Software Publishing Corp.
HP Web JetAdmin Service;Unknown;hpwebjetd.exe;0;Hewlett Packard
HP Web JetAdmin Service;6.05.1696;hpwebjetd.exe;126976;Hewlett Packard
Win32 Cabinet Self-Extractor;4.71.1015.0;htmlhelp.exe;4186384;Microsoft Corp.
Win32 Cabinet Self-Extractor;4.71.1015.0;htmlhelp.exe;4186384;Microsoft Corporation
Harvard Total Project Manager;Unknown;HTPM.EXE;0;Software Publishing Corp.
Homeworker;Unknown;HWORK.EXE;0;Davidson & Associates
Civil Sys - Hydsys;Unknown;HYDSYS.EXE;0;Civil Entineering
Hyena;Unknown;hyena.exe;0;Adkins Resource
HyperTerminal Applet;3.0;HYPERTRM.EXE;24576;Hilgraeve, Inc.
IrfanView;3.70;i_view32.exe;434176;Irfran Skiljan
Application Repackager;Unknown;iar.exe;0;InstallShield
Application Repackager;1.1;iar.exe;693248;InstallShield
Icon Browser;Unknown;IconBrowser.exe;0;p.i.c.s.
Icon Browser;4.1.0.2;IconBrowser.exe;580608;p.i.c.s.
ICQ;Unknown;icq.exe;0;ICQ
Mirabilis ICQ;Unknown;ICQ.EXE;0;Miribilis
TextBridge API;Unknown;icrsrvr.exe;0;ScanSoft, Inc.
Assistant de connexion Internet;4.71.465.5;icwconn1.exe;114064;Microsoft Corp.
InstallShield;Unknown;ide.exe;0;InstallShield
InstallShield Professional;5.5;ide.exe;3357184;InstallShield
InstallShield For Visual C++;5.1;ide.exe;3619328;InstallShield
IdeaFisher;Unknown;IDEAFISH.EXE;0;Idea Fisher Systems
Idex;Unknown;IDEX.EXE;0;Owl International
Ipass;Unknown;idialer.exe;499712;Ipass Incorporated
Entertainment Pack;Unknown;IDLEWILD.EXE;0;Microsoft Corp.
Microsoft Entertainment Pack;Unknown;IDLEWILD.EXE;0;Microsoft Corp.
Fac Flow;Unknown;IDV4Main.exe;0;Lombard NatWest
Fac Flow;4.20.0.0;IDV4Main.exe;3594752;Lombard NatWest
Internet Explorer;Unknown;iexplore.exe;0;Microsoft Corp.
Windows Internet Explore;Unknown;IEXPLORE.EXE;0;Microsoft Corp.
Windows Internet Explore;Unknown;IEXPLORE.EXE;0;Microsoft Corporation
Windows Internet Explore;4.70.1155;IEXPLORE.EXE;38400;Microsoft Corp.
Windows Internet Explore;4.70.1155;IEXPLORE.EXE;38400;Microsoft Corporation
Internet Explorer;5.00.2920.0000;IEXPLORE.EXE;60688;Microsoft Corp.
Internet Explorer;5.5;iexplore.exe;60688;Microsoft Corp.
Internet Explorer;5.01;iexplore.exe;60848;Microsoft Corp.
Internet Explorer;4.01;iexplore.exe;61344;Microsoft Corp.
Windows Internet Explorer;4.72.3110.0;IEXPLORE.EXE;65536;Microsoft Corp.
Windows Internet Explorer;4.72.3110.0;IEXPLORE.EXE;65536;Microsoft Corporation
Internet Explorer;5.50.4134.100;IEXPLORE.EXE;73728;Microsoft Corp.
Internet Explorer;5.50.4134.100;IEXPLORE.EXE;73728;Microsoft Corporation
Internet Explorer;5.0;iexplore.exe;78272;Microsoft Corp.
Internet Explorer;6.00;iexplore.exe;91136;Microsoft Corp.
Internet Information Server Admin;Unknown;iisadmin.exe;0;Microsoft Corp.
Microsoft Internet Information Server Admin;Unknown;iisadmin.exe;0;Microsoft Corp.
Microsoft Internet Information Server Admin;Unknown;iisadmin.exe;0;Microsoft Corporation
Internet Information Server Admin;3.0.2.1706;iisadmin.exe;8464;Microsoft Corp.
Microsoft Internet Information Server Admin;3.0.2.1706;iisadmin.exe;8464;Microsoft Corp.
Microsoft Internet Information Server Admin;3.0.2.1706;iisadmin.exe;8464;Microsoft Corporation
Intellisync Configuration Module for PalmPilot;3.07.00 (Build 422.44);ilpilot.exe;0;Puma Technology Inc.
imagoWEB;1.1;imagoWEB.exe;893952;Unknown
Imara;Unknown;IMARA.EXE;0;Imara Research Corp.
Image Composer;1.5;imgcomp.exe;3826960;Microsoft Corp.
Imaginaria;Unknown;IMGNARIA.EXE;0;Claris Corporation
InfoMaker;4.0;IMO40.exe;0;Sybase Corp.
Iconmover;Unknown;IMOVER.EXE;0;CE Software
Lotus Improv;Unknown;IMPROV.EXE;0;Lotus Development
IMS Addon;Unknown;IMSDEMO.EXE;0;Microfocus
IBM 3270 Workstation;Unknown;INDCIPL.EXE;0;IBM Corporation
Indesign;Unknown;indesign.exe;0;Adobe Corp.
IndyCar Racing;Unknown;INDYCAR.EXE;0;Papyrus Design Group
InfoModeler;Unknown;infomdlr.exe;0;Asymetrix Corp.
Q&A Write;Unknown;INSTKEY.EXE;0;Symantec Corp.
Payroll/Windows;Unknown;INSTPAY.EXE;0;DacEasy
Superwriter;Unknown;INSW.COM;0;Computer Associates
Intelligensia;Unknown;INTELL.EXE;0;Parsons Technology
IPScan;Unknown;IPScan.exe;0;Savant Software Inc
IPScan;1.0.1.5;IPScan.exe;417280;Savant Software Inc
Instant Recall;Unknown;IRLOAD.EXE;0;Chronologic Corporation
Instant Recall/Win;Unknown;IRWIN.EXE;0;Chronologic Corporation
InstallShield Expess;Unknown;ISX.EXE;0;InstallShield
InstallShield Express;Unknown;isx.exe;0;InstallShield
icon-Tetris;Unknown;iTetris.exe;0;Great Beard
icon-Tetris;1.0.2.163;iTetris.exe;1476608;Great Beard
Insurance Tracker;Unknown;ITRACKER.EXE;0;Multi-mind
Windows Archiver;Unknown;IZArc.exe;0;IZSoftware
Windows Archiver;3.1.1;IZArc.exe;654848;IZSoftware
IZArc Archiver;3.1.5.0;IZArc.exe;656896;IZSoftware
IZArc Archiver;3.1.6.0;IZArc.exe;657408;IZSoftware
Ize;Unknown;IZE.EXE;0;Persoft
Ize (server);Unknown;IZES.EXE;0;Persoft
Jana Server 2.0 Damoen;Unknown;Janad95.exe;0;Thomas Hauck, Privat
Jana Server 2.0 Damoen;2.0 Beta 3;Janad95.exe;425984;Thomas Hauck, Privat
Jana Server 2 Damoen;2.2.1;Janad95.exe;544768;Thomas Hauck, Privat
Proxy, Http, Socks und Mail Server;Unknown;JanaProx.exe;0;Thomas Hauck, Privat
Proxy, Http, Socks und Mail Server;1.46;JanaProx.exe;155648;Thomas Hauck, Privat
Java Development Kit;Unknown;javac.exe;0;Sun
Java Development Kit;1.3;javac.exe;20544;Sun
Java Development Kit;1.4.0;javac.exe;28766;Sun
Java Web Start;Unknown;javaws.exe;0;Sun
java Web start;1.2.0_02(build b05);javaws-1_2_0_02-windows-i586-i.exe;823464;Sun
Java Runtime Environnement;Unknown;jawt.dll;0;Sun
JBuilder;Unknown;JBuilder.exe;0;Borland/Inprise
FlashGet;Unknown;JetCar.exe;0;Amaze Soft
FlashGet;0, 9, 6, 0;JetCar.exe;1056768;Amaze Soft
J Initiator;Unknown;jinstall.exe;0;Oracle
Java Runtime Environnement;1, 4, 0, 0;jinstall.exe;278615;Sun
Media Center Plus 3;Unknown;jmcp.exe;0;Jasc Software, Inc.
Media Center Plus 3;3.10Release;jmcp.exe;2215936;Jasc Software, Inc.
Jantek TimeClock;Unknown;jtawin.exe;0;Jantek
Visual J++;Unknown;jvc.exe;0;Microsoft Corp.
Visual J++;6.0 SP3;jvc.exe;30818;Microsoft Corp.
jvmsetup.exe;Unknown;jvmsetup.exe;77893;OpenOffice
Karateka;Unknown;KARATEKA.EXE;0;Broderbund Software
KaZaA Media Desktop;Unknown;Kazaa.exe;0;KaZaA
KaZaA;Unknown;kazaa.exe;0;Sharman Networks Ltd
KEA! 420;Unknown;keavt.exe;0;Attachmate Corp.
Superkey;Unknown;KEY.COM;0;Borland/Inprise
Keyworks;Unknown;KEYWORKS.EXE;0;Alpha Software
Kid Pix;Unknown;KIDPIX.COM;0;Broderbund Software
KiXtart main executable;Unknown;Kix32.exe;0;Ruud van Velsen (Microsoft)
KiXtart main executable;3, 62, 0, 0;KIX32.EXE;163840;Ruud van Velsen (Microsoft)
KiXtart main executable;4, 0, 0, 0;kix32.exe;196608;Ruud van Velsen (Microsoft)
KiXtart main executable;4, 1, 0;KIX32.EXE;212992;Ruud van Velsen (Microsoft)
KnowledgePro for Windows;Unknown;KPWIN.EXE;0;Knowledge Garden Inc.
KnowledgePro for Windows Gold;Unknown;KPWING.EXE;0;Knowledge Garden Inc.
Labels Unlimited;Unknown;LABELS.EXE;0;Softkey
BAR-ONE 6.0 application file;6.00.00;Labels.exe;7680;Softkey
BAR-ONE 6.0 application file;6.00.00;Labels.exe;20480;Softkey
Company Ladder;Unknown;LADDER.EXE;0;Power Up Software
The Frye Utilities - LAN Directory;Unknown;LAND.EXE;0;Frye Computer Systems
LANDesk Manager;Unknown;landesk.exe;0;Intel Corp.
LANguard Network Scanner;Unknown;languard.exe;0;GFI
LANguard Network Scanner;2.0;languard.exe;1560064;GFI
LANguard Network Scanner;2.0beta;languard.exe;1664000;GFI
LANguard Network Security Scanner;3.0.0.14297;Languard.exe;2766336;GFI
Laplink 7.5 for Windows 95;Unknown;LAPLINK.EXE;1446912;Traveling Software
LapLink for Windows;7.5;LAPLINK.EXE;1446912;Traveling Software
Läsknep;Unknown;lasa.exe;0;Unknown
Laser Fonts;Unknown;LASFONTS.EXE;0;Softcraft
Personal Lawyer;Unknown;LAWYER.EXE;0;Bloc Publishing
Lifecycle;Unknown;LC1.EXE;0;Multi-mind
No-squint;Unknown;LCD.COM;0;Skisoft Publishing Corp.
LC Filter Synthesis;Unknown;LCFIL.COM;0;Bv Engineering Software
Lasercontrol;Unknown;LCPOPUP.EXE;0;Insight Development Corp.
LeechFTP;Unknown;Leechftp.exe;0;jan debis
Leechftp;Unknown;Leechftp.exe;0;Unknown
LeechFTP;1.3.1.207;Leechftp.exe;828416;jan debis
LeechGet 2002 Download Utility;Unknown;LeechGet.exe;0;www.leechget.de
LeechGet 2001 Download Utility;1.0.1320.1042;LeechGet.exe;2594304;www.leechget.de
LeechGet 2002 Download Utility;1.0.1370.1136;LeechGet.exe;2632704;www.leechget.de
lefty;Unknown;lefty.exe;290816;AT&T Laboratories Cambridge
Letters On Line;Unknown;LETTERS.EXE;0;Power Up Software
Lexitype;Unknown;LEX.EXE;0;Rsdi Rector Software
Lexia;3.0;lexia30.exe;0;Stiftelsen Stora Sköndal
Lexia;4.0;lexia40.exe;0;Stiftelsen Stora Sköndal
Lexitype N;Unknown;LEXN.EXE;0;Rsdi Rector Software
lfclient;6.5.1.1;lfclient.exe;598016;interstar
Lotus Form Designer;Unknown;LFDESIGN.EXE;0;IBM
Lotus Form Designer;Unknown;LFDESIGN.EXE;0;Lotus Development
Lotus Form Filler;Unknown;LFFILLER.EXE;0;IBM
Lotus Form Filler;Unknown;LFFILLER.EXE;0;Lotus Development
SimLife/Windows;Unknown;LIFEWIN.EXE;0;Maxis
Daceasy Light;Unknown;LIGHT.EXE;0;DacEasy
Limsin;Unknown;LIMSIN.EXE;0;Larson Computing
OS/2;Unknown;LINKOS2.EXE;0;IBM Corporation
BNL;;litige.exe;38400;STEF-TFE
Laplink 3;Unknown;LL3.EXE;0;Traveling Software
LapLink V;Unknown;LL5.EXE;0;Traveling Software
Laplink Mac 3;Unknown;LLMAC3.EXE;0;Traveling Software
Laplink Pro;Unknown;LLPRO.EXE;0;Traveling Software
LapLink for Windows;Unknown;LLW.EXE;0;Traveling Software
lneato;Unknown;lneato.exe;36864;AT&T Laboratories Cambridge
Load Design 700;Unknown;load.exe;0;Trane Inc.
Soft Breeze;Unknown;LOADNT.COM;0;Soft Shell Systems
Railroad Tycoon;Unknown;LOCOS.PIC;0;Microprose Usa
Logagent out-of-proc server;3.0.0.2700;logagent.exe;67584;Microsoft Corp.
Logagent out-of-proc server;3.0.0.2700;logagent.exe;67584;Microsoft Corporation
Novell 32 Client;Unknown;LOGINW95.EXE;0;Novell
LogoManager;Unknown;LogoManager.exe;0;Mike Bradley
LogoManager;1.2.1065;LogoManager.exe;223232;Mike Bradley
LetterPerfect;Unknown;LPHELP.FIL;0;Novell Apps Group
Printvision;Unknown;LPV.EXE;0;Bloc Publishing
Sourcer;Unknown;LST2ASM.EXE;0;V Communications
Lucid;Unknown;LUCID.EXE;0;DacEasy
Labels Unlimited For Windows;Unknown;LUW.EXE;0;Softkey
Lotus Write;Unknown;LWRITE.EXE;0;Lotus Development
SmartQuote;Unknown;m2o.exe;0;The Peachtree Companies
Mail602 SendFax;3.32.1.1068;M602sndf.exe;315904;Software602
Mace Utilities;Unknown;MACE.EXE;0;Fifth Generation Systems
Macin Tax;Unknown;MACINTAX.EXE;0;Softview
Macola Accounting;Unknown;MACOLARG.EXE;0;Macola
Maestro Numero;Unknown;MAESTRO.COM;0;The Home School
Pack Magic;Unknown;MAGIC.EXE;0;Parsons Technology
Lotus Magellan;Unknown;MAGINDEX.EXE;0;Lotus Development
Lan Auto Inventory;Unknown;MAININV.EXE;0;McAfee
McAfee LAN Auto Inventory;Unknown;MAININV.EXE;0;Network Associates
PhotoMagic;Unknown;MAJIC.EXE;0;Micrografx
Multiple Arcade Machine Emulator for Win32;Unknown;mame32.exe;0;MAME Team
Multiple Arcade Machine Emulator for Win32;0, 34, 0, 0;mame32.exe;5570560;MAME Team
File Manager;Unknown;MANAGER.EXE;0;Distinct Corporation
Maplinx;Unknown;MAPLINX.EXE;0;Maplinx Corporation
Atlas Mapmaker/Win;Unknown;MAPMAKER.EXE;0;Strategic Mapping
MarkVision Printer Utility;Unknown;MARKVIS.EXE;0;Lexmark International Inc.
MarkVision Printer Utility;5.20.00.00;MARKVIS.EXE;593408;Lexmark International Inc.
Marx Menu;Unknown;MARXMENU.EXE;0;Computer Tyme
Macro Assembler;Unknown;MASM.EXE;0;Microsoft Corp.
Microsoft Macro Assembler;Unknown;MASM.EXE;0;Microsoft Corp.
Mathcad;Unknown;MATHCAD.EXE;0;Mathsoft
Mathematica;Unknown;MATHEXE.EXE;0;Wolfram Research
First Math;Unknown;MATHMENU.EXE;0;Stone & Associates
Mavis Beacon Teaches Typing;Unknown;MAVIS.EXE;0;Software Toolworks
Maximizer for Windows;Unknown;MAXWIN.EXE;0;Richmond Software
Math Blaster;Unknown;M-BLAST.COM;0;Davidson & Associates
Math Blaster Mystery;Unknown;MBM.BAT;0;Davidson & Associates
Math Blaster Plus;Unknown;MBP.COM;0;Davidson & Associates
Baseline Security Analyzer;Unknown;MBSA.EXE;0;Microsoft Corp.
Baseline Security Analyzer;1, 0, 0, 3;MBSA.exe;57344;Microsoft Corp.
Mathcad;Unknown;MCAD.EXE;0;Mathsoft
Murder Club;Unknown;MCLUB.COM;0;Broderbund Software
Medicalis/Dentalis;Unknown;MEDCRC.EXE;0;Articulate Publications
MemoWeb Flash;3.0.2.0;Memoweb3.exe;2010624;GOTO Software
MetaBase Editor Utility;Unknown;MetaEdit.exe;0;Microsoft Corp.
Lotus Metro;Unknown;METRO.EXE;0;Lotus Development
Alliance;v6.x;MFG.exe;0;Alliance Manufacturing
Alliance Mfg;v6.x;MFG.exe;0;Alliance Manufacturing
Alliance Mfg;6.01.0028;MFG.exe;1015865;Alliance Manufacturing
Make-a-flash;Unknown;MFLASH.EXE;0;Teacher Support Software
Manifest;Unknown;MFT.EXE;0;Quarterdeck Office Systems
MicroStation;Unknown;MGDS.EXE;0;Intergraph Corporation
Slideshow;Unknown;MGXLIB.EXE;0;Micrografx
Windows Postscript Driver;Unknown;MGXSLIDE.EXE;0;Micrografx
Draw Plus;Unknown;MGXVM.EXE;0;Micrografx
Mirc;Unknown;mirc32.exe;0;mIRC Co Ltd
Micro League Baseball Ii;Unknown;MLBII.EXE;0;Micro League Sports Assn.
My Maillist;Unknown;MLIST.EXE;0;My Software
My Advanced Maillist;Unknown;MLISTA.EXE;0;My Software
Lotus Express;Unknown;mlmain.exe;0;IBM
Lotus Express;Unknown;mlmain.exe;0;Lotus Development
Micro League Wrestling;Unknown;MLW2.EXE;0;Micro League Sports Assn.
Effective Funding;Unknown;MM_.EXE;0;Multi-mind
Bull's Eye Math;Unknown;MMATH.EXE;0;Stone & Associates
Polymod2;Unknown;MOD2STRT.EXE;0;Memsoft
Monarch;Unknown;monarch.exe;0;DataWatch
Monarch;Unknown;MONARCH.EXE;0;Personics
Monday Night Football;Unknown;MONDAY.EXE;0;Data East
Monitrix;Unknown;MONITRIX.EXE;0;Cheyenne Software
Morph/Win;Unknown;MORPH.EXE;0;Gryphon Software Corp
Move'em;Unknown;MOVE'EM.COM;0;Qualitas Inc.
MoviePlayer Application;Unknown;MoviePlayer.exe;0;Apple Computer, Inc.
MoviePlayer Application;3.0;MoviePlayer.exe;620032;Apple Computer, Inc.
mozilla.exe;Unknown;mozilla.exe;0;Mozilla
mozilla.exe;1.1b;mozilla.exe;111088;Mozilla
Mozilla;1.2.1;mozilla.exe;112576;Mozilla.org
Microsoft Multiplan;Unknown;MP.EXE;0;Microsoft Corp.
Multiplan;Unknown;MP.EXE;0;Microsoft Corp.
Mobile Phone API;3.00.100;MPAPI3d.exe;774144;Nokia Mobile Phones Ltd.
Marketplace Business;Unknown;MPB.EXE;0;Marketplace
Media Player;Unknown;mplayer2.exe;0;Microsoft Corp.
Windows Media Player;Unknown;mplayer2.exe;0;Microsoft Corp.
Windows Media Player;Unknown;mplayer2.exe;0;Microsoft Corporation
Windows Media Player;6.4.07.1028;mplayer2.exe;4880;Microsoft Corp.
Windows Media Player;6.4.07.1112;mplayer2.exe;4880;Microsoft Corp.
Windows Media Player;6.4.07.1028;mplayer2.exe;4880;Microsoft Corporation
Windows Media Player;6.01.05.0130;MPLAYER2.EXE;12288;Microsoft Corp.
Windows Media Player;6.01.05.0130;MPLAYER2.EXE;12288;Microsoft Corporation
Access;Unknown;msaccess.exe;0;Microsoft Corp.
Microsoft Access;Unknown;MSACCESS.EXE;0;Microsoft Corp.
Microsoft Access;Unknown;MSACCESS.EXE;0;Microsoft Corporation
Access;1.0;MSACCESS.EXE;1324672;Microsoft Corp.
Access;1.1;MSACCESS.EXE;1336480;Microsoft Corp.
Access;2.0;msaccess.exe;1909024;Microsoft Corp.
Access;7.00;MSACCESS.EXE;2839552;Microsoft Corp.
Microsoft Access;7.00;MSACCESS.EXE;2839552;Microsoft Corp.
Microsoft Access;7.00;MSACCESS.EXE;2839552;Microsoft Corporation
Access;97;msaccess.exe;2998544;Microsoft Corp.
Access;8.0.3512;MSACCESS.EXE;3010560;Microsoft Corp.
Microsoft Access;8.0.3512;MSACCESS.EXE;3010560;Microsoft Corp.
Microsoft Access;8.0.3512;MSACCESS.EXE;3010560;Microsoft Corporation
Access;8.0.4122;MSACCESS.EXE;3016976;Microsoft Corp.
Microsoft Access;8.0.4122;MSACCESS.EXE;3016976;Microsoft Corp.
Microsoft Access;8.0.4122;MSACCESS.EXE;3016976;Microsoft Corporation
Access;97 SR1;msaccess.exe;3026944;Microsoft Corp.
Access;97 SR2;msaccess.exe;3031040;Microsoft Corp.
Access;9.0 or 2000;msaccess.exe;4677686;Microsoft Corp.
Access;9.0 or 2000 SR1;msaccess.exe;4681782;Microsoft Corp.
Access;10.0 or XP;msaccess.exe;5768608;Microsoft Corp.
Business Planner;Unknown;MSBP.EXE;0;Microsoft Corp.
Microsoft Business Planner;Unknown;MSBP.EXE;0;Microsoft Corp.
Business Planner 2000;Unknown;MSBP.EXE;3674112;Microsoft Corp.
Microsoft Business Planner 2000;Unknown;MSBP.EXE;3674112;Microsoft Corp.
Developer Studio;Unknown;MSDEV.EXE;0;Microsoft Corp.
Microsoft Visual Developer Studio;Unknown;MSDEV.EXE;0;Microsoft Corp.
Developer Network CD;Unknown;msdntool.exe;0;Microsoft Corp.
Golf;Unknown;MSGOLF.EXE;0;Microsoft Corp.
Microsoft Golf;Unknown;MSGOLF.EXE;0;Microsoft Corp.
Outlook Express;Unknown;msimn.exe;0;Microsoft Corp.
Outlook Express;Unknown;msimn.exe;0;Microsoft Corporation
Outlook Express;4.72.3110.0;MSIMN.EXE;40960;Microsoft Corp.
Outlook Express;4.72.3110.0;MSIMN.EXE;40960;Microsoft Corporation
Outlook Express;5.00.2919.6600;msimn.exe;42432;Microsoft Corp.
Outlook Express;5.00.2919.6600;msimn.exe;42432;Microsoft Corporation
Outlook Express;5.0;MSIMN.EXE;42528;Microsoft Corp.
Outlook Express;5.00.2014.211;msimn.exe;42528;Microsoft Corp.
Outlook Express;5.00.2014.211;msimn.exe;42528;Microsoft Corporation
Outlook Express;5.50;msimn.exe;42768;Microsoft Corp.
Outlook Express;550;msimn.exe;42768;Microsoft Corp.
Outlook Express;5.01;msimn.exe;42944;Microsoft Corp.
Outlook Express;5.5;msimn.exe;43280;Microsoft Corp.
Outlook Express;5.00.2615.200;MSIMN.EXE;49152;Microsoft Corp.
Outlook Express;5.00.2615.200;MSIMN.EXE;49152;Microsoft Corporation
Outlook Express;5.50.4133.2400;MSIMN.EXE;53248;Microsoft Corp.
Outlook Express;5.50.4133.2400;MSIMN.EXE;53248;Microsoft Corporation
Outlook Express;6.00.2600.0000;msimn.exe;57344;Microsoft Corp.
Outlook Express;6.00.2600.0000;msimn.exe;57344;Microsoft Corporation
Mail;Unknown;MSMAIL.EXE;0;Microsoft Corp.
Microsoft Mail;Unknown;MSMAIL.EXE;0;Microsoft Corp.
Microsoft Money;Unknown;MSMONEY.EXE;0;Microsoft Corp.
Money;Unknown;MSMONEY.EXE;0;Microsoft Corp.
MSN Messenger;Unknown;msnmsgr.exe;0;Microsoft Corp.
MSN Messenger;6.0.0.268;msnmsgr.exe;4173824;Microsoft Corp.
Microsoft Office;Unknown;MSOFFICE.EXE;0;Microsoft Corp.
Office;Unknown;MSOFFICE.EXE;0;Microsoft Corp.
Microsoft Office 4.3;Unknown;MSOFFICE.EXE;193600;Microsoft Corp.
Office;4.3;MSOFFICE.EXE;193600;Microsoft Corp.
Microsoft Office 97;Unknown;MSOFFICE.EXE;333824;Microsoft Corp.
Microsoft Office 95;Unknown;MSOFFICE.EXE;365056;Microsoft Corp.
Microsoft Office 2000;Unknown;MSOFFICE.EXE;405560;Microsoft Corp.
Office;2000;MSOFFICE.EXE;405560;Microsoft Corp.
Publisher;Unknown;mspub.exe;0;Microsoft Corp.
Microsoft® Publisher for Windows® 95 Version 5.0;5.0;MSPUB.EXE;2241808;3Com
Publisher;5.0;MSPUB.EXE;2241808;Microsoft Corp.
Publisher for Windows® 95 Version 5.0;5.0;MSPUB.EXE;2241808;Microsoft Corp.
Publisher;9.0 or 2000 SR1;mspub.exe;2719784;Microsoft Corp.
Publisher;9.0 or 2000;mspub.exe;2723880;Microsoft Corp.
Lotus Manuscript;Unknown;MSSPWORD.EXE;0;Lotus Development
Terminaldiensteclient (128-Bit-Version);5.00.2195.2721;MSTSC.EXE;258320;Microsoft Corp.
Terminaldiensteclient (128-Bit-Version);5.00.2195.2721;MSTSC.EXE;258320;Microsoft Corporation
Microsoft Visual C++;Unknown;MSVC.EXE;0;Microsoft Corp.
Visual C++ 16 bits;Unknown;MSVC.EXE;0;Microsoft Corp.
Word Exchange;Unknown;MSWCONV.EXE;0;Systems Compatibility Corp.
Microsoft Works;Unknown;MSWORKS.EXE;0;Microsoft Corp.
Works;Unknown;msworks.exe;0;Microsoft Corp.
Works;5.00.2002.0;msworks.exe;122936;Microsoft Corp.
Microsoft Works for Windows;4.00.05.465;MSWORKS.EXE;2711040;Microsoft Corporation
Works;4.0;msworks.exe;2774528;Microsoft Corp.
msxsl;1.0.0.1;MSXSL.EXE;16384;Microsoft Corp.
Multi-tracker Pro;Unknown;MT5.EXE;0;Multi-mind
Multitracker Iv;Unknown;MTRACKER.EXE;0;Multi-mind
Lisp;Unknown;MULISP.COM;0;Microsoft Corp.
Microsoft Lisp;Unknown;MULISP.COM;0;Microsoft Corp.
dBpowerAMP Music Converter;Unknown;MusicConverter.exe;0;Illustrate
Microsoft Mumath;Unknown;MUSIMP.COM;0;Microsoft Corp.
Mumath;Unknown;MUSIMP.COM;0;Microsoft Corp.
Masonary Wall;Unknown;mwall32.exe;0;Eagle Point Software
CD Mastering Application;2.50;MyCD.exe;1544192;VERITAS Software Corporation
My Labelmaker;Unknown;MYLABEL.EXE;0;My Software
Managing Your Money;Unknown;MYM.EXE;0;Meca Ventures
M.Y.O.B. For Windows;Unknown;MYOB.EXE;0;Teleware
MySQL Commandline Client;Unknown;mysql.exe;0;MySQL AB
MySQL Commandline Administrator tool;Unknown;mysqladmin.exe;0;MySQL AB
Mysql control center;0.8.10-beta;mysqlcc.exe;1064960;Mysql AB & Jorde del Conde
Mysql;3.23.49;mysqld.exe;282671;Mysql
MySQL Server for Windows NT;Unknown;mysqld-nt.exe;0;MySQL AB
MySQL Windows Manager;Unknown;MySqlManager.exe;0;MySQL AB
BIND DNS Server;Unknown;named.exe;0;Internet Software Consortium
Name Tag Kit;Unknown;NAMETAG.EXE;0;Power Up Software
Norton Administrator for Windows;Unknown;NANODEW.EXE;0;Symantec Corp.
NASCAR Racing;Unknown;NASCAR.EXE;0;Papyrus Design Group
Norton Antivirus;Unknown;NAV.EXE;0;Symantec Corp.
Norton Antivirus 2000;Unknown;navapw32.exe;0;Symantec Corp.
Norton Antivirus 2000;6.10.20;navapw32.exe;126976;Symantec Corp.
Norton Antivirus Network Manager;Unknown;NAVNETW.EXE;0;Symantec Corp.
Norton Anti-Virus Network Manager;Unknown;NAVNETW.EXE;0;Symantec Corp.
Norton Antivirus for Windows;Unknown;NAVW.EXE;0;Symantec Corp.
Norton Antivirus for Windows;Unknown;NAVW32.EXE;0;Symantec Corp.
Norton Antivirus for Windows 95/98;Unknown;NAVW32.EXE;0;Symantec Corp.
Norton Antivirus NT;4.0;navwnt.exe;0;Symantec Corp.
Notebook Ii;Unknown;NBEDIT.EXE;0;Pro/tem Software
Bibliography;Unknown;NBIB.EXE;0;Pro/tem Software
Norton Backup for Windows;Unknown;NBWIN.EXE;0;Symantec Corp.
The Norton Commander;Unknown;NC.EXE;0;Symantec Corp.
Norton Commander;Unknown;NC.EXE;25088;Symantec Corp.
Norton Desktop For Windows;Unknown;NDW.EXE;0;Symantec Corp.
neato;Unknown;neato.exe;409600;AT&T Laboratories Cambridge
