1746;Partition Magic Pro Win 95/98;Unknown;PMagic9X.exe;0;PowerQuest
1745;Partition Magic Pro Win 95/98;2000.0.1.293;PMagic9x.exe;3668480;PowerQuest
1747;Partition Magic Pro Win NT;Unknown;PMagicNT.exe;0;PowerQuest
96;PageMaker;OS/2;PMPM.EXE;0;Aldus Corp.
1470;Word for OS/2;Unknown;PMWORD.EXE;0;Microsoft
391;Program Neighborhood;6.30.1050;pn.exe;0;Citrix Systems, Inc.
2230;Programmers Notepad;Beta 14;pn.exe;1970688;Unknown
1354;PolEdit;4.00.950;poledit.exe;108544;Microsoft
260;Popdrop;Unknown;POPDROP.COM;0;Bloc Publishing
1801;PopTerm/410 Async;Unknown;POPTERM.EXE;0;Rational Data Systems
306;portabase;Unknown;portabase.exe;544768;Bowman Software GPL
592;Power Archiver;Unknown;POWERARC.EXE;0;eFront Media, Inc
595;PowerArchiver;Unknown;POWERARC.EXE;0;eFront Media, Inc
596;The most powerful Freeware Archive Utility;6.0.5.0;POWERARC.EXE;1942528;eFront Media, Inc
594;PowerArchiver;6.1;powerarc.exe;1955840;eFront Media, Inc
2229;PowerArchiver;6.1;powerarc.exe;1955840;Unknown
593;PowerArchiver;6.0.5.0;POWERARC.EXE;2045440;eFront Media, Inc
2228;Power Batch;Unknown;PowerBatch.exe;0;Unknown
508;PowerDVD;Unknown;PowerDVD.exe;0;CyberLink Corp.
507;PowerDVD;2.50.1307;PowerDVD.exe;294912;CyberLink Corp.
1370;PowerPoint;Unknown;powerpnt.exe;0;Microsoft
1361;Powerpoint;3.0;POWERPNT.EXE;1587584;Microsoft
1367;PowerPoint;97;powerpnt.exe;3492112;Microsoft
1369;PowerPoint;97 SR2;powerpnt.exe;3502864;Microsoft
1368;PowerPoint;97 SR1;powerpnt.exe;3514368;Microsoft
1365;PowerPoint;9.0 or 2000 SR1;powerpnt.exe;4247604;Microsoft
1364;Powerpoint;9.0 or 2000 SP3;POWERPNT.EXE;4255796;Microsoft
1363;PowerPoint;9.0 or 2000;powerpnt.exe;4325428;Microsoft
1366;PowerPoint;95;powerpnt.exe;4363776;Microsoft
1355;PowerPoint;10.0 or XP;powerpnt.exe;5974136;Microsoft
1359;Powerpoint;2002 - 10.4205.419 - SP2;POWERPNT.EXE;5978896;Microsoft
1356;PowerPoint;10.0.6501;POWERPNT.EXE;5990928;Microsoft
1357;PowerPoint;11.0 or 2003;powerpnt.exe;6133312;Microsoft
1360;PowerPoint;2003;powerpnt.exe;6133312;Microsoft
1358;Powerpoint;2.0;POWERPNT.EXE;859216;Microsoft
1362;PowerPoint;4.0;powerpnt.exe;97056;Microsoft
1175;Picture Publisher;4.0;PP40.EXE;0;Micrografx
1177;Picture Publisher  4.0;Unknown;PP40.EXE;0;Micrografx
1176;Picture Publisher;5.0;PP50.EXE;0;Micrografx
1178;Picture Publisher 5;Unknown;PP50.EXE;0;Micrografx
461;Panel Plus;Unknown;PPE.EXE;0;Copia International
928;Policies Now!;Unknown;PPEMENU.EXE;0;Knowledgepoint
929;PoliciesWrite Now!;Unknown;PPMENU.EXE;0;Knowledgepoint
1748;PQINIT;1, 0, 0, 1;Pqinit.exe;10752;PowerQuest
97;Persuasion;2.0;PR2.EXE;0;Aldus Corp.
98;Persuasion;3.0;PR3APP.EXE;0;Aldus Corp.
71;Premiere;Unknown;premiere.exe;0;Adobe
611;PRF Generator for Microstation;Unknown;prfsub.exe;0;eQuorum
1758;Prince;Unknown;prince.exe;0;Prince Software
1561;Presto! PrintFun;1, 41, 0, 0;PrintFun.exe;212480;NewSoft
533;Procomm;Unknown;PROCOMM.EXE;0;Datastorm Technologies
1761;Prodigy;Unknown;PRODIGY.EXE;0;Prodigy Services Co.
1371;Profiler;Unknown;PROFILEW.EXE;0;Microsoft
1740;Program Director;Unknown;PROGDIR3.EXE;0;Power Up Software
1373;Project;Unknown;PROJ.COM;0;Microsoft
330;Buzzsaw;Unknown;projectpoint.exe;0;Buzzsaw.com
291;Prolog;Unknown;PROLOG.EXE;0;Borland/Inprise
246;Proforma;Unknown;PROMAIN.EXE;0;Best Programs
2192;Algebraic Proposer;Unknown;PROPOSER.EXE;0;True Basic
667;Proxy Master;Unknown;PROXY.EXE;0;Funk Software
2287;Password Recovery Suit 3.0.0;Unknown;PRS3.exe;0;Wizard Industries LLC
2286;Password Recovery Suit 3.0.0;3.00.0001;PRS3.exe;114688;Wizard Industries LLC
1600;WP Presentations for Windows;Unknown;PRWINFIL.EXE;0;Novell Apps Group
1767;Pryme;1.20;Pryme.exe;731648;Pryme
657;Pryme;120;Pryme120.exe;998750;Freeware
322;The Print Shop Deluxe;Unknown;PSD.EXE;0;Broderbund Software
317;Prnt Shop Dlxe Comp;Unknown;PSDC.EXE;0;Broderbund Software
315;Print Shop Deluxe Comp/Wi;Unknown;PSDCWIN.EXE;0;Broderbund Software
314;Print Shop Deluxe;Unknown;psdwin.exe;0;Broderbund Software
316;Print Shop Deluxe for Windows;Unknown;PSDWIN.EXE;0;Broderbund Software
1562;Presto! SlideShow;1, 24, 0, 0;PShow.exe;373760;NewSoft
321;The New Print Shop;Unknown;PSLOAD.PSF;0;Broderbund Software
1133;PS-Print;Unknown;PSP-CON.EXE;0;McAfee
909;Paint Shop Pro;Unknown;psp.exe;0;Jasc Software, Inc.
906;Paint Shop Pro;7.00 Release;psp.exe;9248768;Jasc Software, Inc.
908;Paint Shop Pro;7.04 Release;psp.exe;9293824;Jasc Software, Inc.
907;Paint Shop Pro;7.02 Release;psp.exe;9334784;Jasc Software, Inc.
163;ArcSoft Photo Studio;Unknown;pstudio.exe;0;ArcSoft, Inc.
99;Photostyler;Unknown;PSTYLER.EXE;0;Aldus Corp.
1954;PT-109;Unknown;PT109.EXE;0;Spectrum Holobyte
1846;Power Type Lan;Unknown;PTN.EXE;0;Rsdi Rector Software
1679;Personal Tax Preparer;Unknown;PTP.EXE;0;Parsons Technology
2152;Partner PC;Unknown;PTRALARM.EXE;0;Timeworks
635;Dfx Translator;Unknown;PTTO.EXE;0;Foresight Resources Corp.
2147;Timberline Precision Tools;Unknown;ptwin.exe;0;Timberline
870;PVCS Version Manager Administrator;Unknown;pvcswina.exe;0;Intersolv
873;PVCS Version Manager Administrator;Unknown;pvcswina.exe;0;Intersolv, Inc.
871;PVCS Version Manager for Windows;Unknown;pvcswinu.exe;0;Intersolv
874;PVCS Version Manager for Windows;Unknown;pvcswinu.exe;0;Intersolv, Inc.
1938;Professional Write;Unknown;PW.HLP;0;Software Publishing Corp.
534;Procomm Plus;4.7;pw4.exe;0;Datastorm Technologies
2078;Procmm Plus;4.8;pw5.exe;110592;Symantec Corp.
1744;PowerChute;Unknown;PWRCHUTE.exe;0;PowerChute
1768;PWUSRMGR;Unknown;Pwusrmgr.exe;0;Psion Software
1772;Python;Unknown;pythonw.exe;0;Python
1771;Python;2.3.3;pythonw.exe;20546;Python
293;Quattro Pro;Unknown;Q.VRM;0;Borland/Inprise
292;Quattro;Unknown;Q1.OVL;0;Borland/Inprise
2079;Q & A Database;Unknown;QAFILES.EXE;0;Symantec Corp.
563;QA Plus;Unknown;QAPLUS.EXE;0;DiagSoft
565;QA Plus VP;Unknown;QAPLUSVP.EXE;0;DiagSoft
566;QA Plus/WIN;Unknown;QAPLUSW.EXE;0;DiagSoft
564;QA Plus Pro;Unknown;QAPRO.EXE;0;DiagSoft
1383;Quickbasic;Unknown;QB.EXE;0;Microsoft
1384;Quickbasic Interpreter;Unknown;QBI.EXE;0;Microsoft
877;Quickbooks For Windows;Unknown;QBW.EXE;0;Intuit
878;Quickbooks Pro 99;Unknown;QBW32.EXE;121856;Intuit
1382;Quick Assembler;Unknown;QCC.OVL;0;Microsoft
348;Quickconference;Unknown;QCONF.EXE;0;CE Software
674;Qdos;Unknown;QD3.EXE;0;Gazelle Systems
1773;Q+E Dbase Editor/Win;Unknown;QE.EXE;0;Q+E Software
1789;QEMM;Unknown;QEMM.COM;0;Quarterdeck Office Systems
1899;QuickLink FAX II;Unknown;QL2FAXW.EXE;0;Smith Microware
1898;Quick Link II for Windows;Unknown;QLIIWIN.EXE;0;Smith Micro Software
349;Quickmail;Unknown;QMAIL.EXE;0;CE Software
350;Quickmail;Unknown;QMAILATP.EXE;0;CE Software
351;Quickmail Net;Unknown;QMAILNET.EXE;0;CE Software
352;Quicknotifier;Unknown;QNOTE.EXE;0;CE Software
1385;Quickpascal;Unknown;QP.EXE;0;Microsoft
294;Quattro Pro For Windows;Unknown;QPW.EXE;0;Borland/Inprise
1790;Qram;Unknown;QRAM.SYS;0;Quarterdeck Office Systems
1741;Quick Schedule Plus;Unknown;QS.EXE;0;Power Up Software
353;Quicksend;Unknown;QSEND.EXE;0;CE Software
932;Quicksize;Unknown;qsize71.exe;0;Koehler Generator
931;Quicksize;Unknown;qsize732.exe;0;Koehler Generator
145;QTInfo;Unknown;QTInfo.exe;0;Apple Computer, Inc.
142;QTInfo;4.0;QTInfo.exe;217088;Apple Computer, Inc.
143;QTInfo;6.3;QTInfo.exe;225792;Apple Computer, Inc.
144;QTInfo;6.5.1;QTInfo.exe;233984;Apple Computer, Inc.
879;Quicken;Unknown;QTR.EXE;0;Intuit
1971;SAT Complete;Unknown;QUANT.EXE;0;Spinnaker Software Corp.
470;Quattro Pro 10;10.0;quattro.exe;0;Corel Corp.
948;QuickCam Application;5.5.0.1069;QuickCam.exe;188416;Logitech Inc.
1646;quickstart.exe;Unknown;quickstart.exe;61513;OpenOffice
154;QuickTime Player;Unknown;QuickTimePlayer.exe;0;Apple Computer, Inc.
150;QuickTime Player;6.0;QuickTimePlayer.exe;1039872;Apple Computer, Inc.
148;QuickTime Player;5.0.2;QuickTimePlayer.exe;1043968;Apple Computer, Inc.
149;QuickTime Player;5.0.2;QuickTimePlayer.exe;1043968;Apple Computer, Inc.
147;QuickTime Player;5.0.1;QuickTimePlayer.exe;1055744;Apple Computer, Inc.
151;QuickTime Player;6.3.0.17;quicktimeplayer.exe;1069056;Apple Computer, Inc.
153;QuickTime Player;6.5.1;QuickTimePlayer.exe;1095680;Apple Computer, Inc.
146;Quick Time Player;4.0.1;QuickTimePlayer.exe;775680;Apple Computer, Inc.
152;QuickTime Player;6.4.0.29;quicktimeplayer;1069056;Apple Computer, Inc.
160;QuickTime Updater;Unknown;QuickTimeUpdater.exe;0;Apple Computer, Inc.
156;QuickTime Updater;6.0.0.71;QuickTimeUpdater.exe;127488;Apple Computer, Inc.
155;QuickTime Updater;6.0;QuickTimeUpdater.exe;135680;Apple Computer, Inc.
159;QuickTime Updater;6.5.1;QuickTimeUpdater.exe;147968;Apple Computer, Inc.
157;QuickTime Updater;6.3.0.17;quicktimeupdater;135680;Apple Computer, Inc.
158;QuickTime Updater;6.4.0.29;quicktimeupdater;135680;Apple Computer, Inc.
2153;Quintet;Unknown;QUINTET.EXE;0;Timeworks
1680;Quick Verse Companion;Unknown;QVC.EXE;0;Parsons Technology
1792;Vista Plus;Unknown;qvista.exe;0;Quest Software
880;Quicken for Windows;Unknown;qw.exe;0;Intuit
2255;Reflection;1;R1V.EXE;0;Walker Richer & Quinn
2259;Reflection 1;Unknown;R1V.EXE;0;Walker Richer & Quinn
2296;Reflection for HP application file;9.0.166;r1win.exe;2306048;WRQ
2256;Reflection;2;R2T.EXE;0;Walker Richer & Quinn
2260;Reflection 2;Unknown;R2T.EXE;0;Walker Richer & Quinn
2257;Reflection;4;R4.EXE;0;Walker Richer & Quinn
2262;Reflection 4;Unknown;R4.EXE;0;Walker Richer & Quinn
2263;Reflection 4 for Windows;Unknown;R4WIN.EXE;0;Walker Richer & Quinn
2265;Reflection for Windows;4;R4WIN.EXE;0;Walker Richer & Quinn
2258;Reflection;7;R7V.EXE;0;Walker Richer & Quinn
2264;Reflection 7;Unknown;R7V.EXE;0;Walker Richer & Quinn
2261;Reflection 3270;Unknown;R8WIN.EXE;0;Walker Richer & Quinn
2266;Reflection for Windows;8;R8WIN.EXE;0;Walker Richer & Quinn
2163;Rally;Unknown;RALLY.EXE;0;Top Ten Software
776;Reporting Assistant;Unknown;RALOGO.COM;0;IBM Corporation
1793;Ram Beam;Unknown;rambeam.exe;0;Ram International
1794;Ram Column;Unknown;ramcolumn.exe;0;Ram International
1795;Ram Foundation;Unknown;ramfoundation.exe;0;Ram International
1796;Ram Frame;Unknown;ramframe.exe;0;Ram International
432;Ramis PC;Unknown;RAMISPC.EXE;0;Computer Associates
1797;Ram Manager;Unknown;rammanager.exe;0;Ram International
1798;Ram Modeler;Unknown;rammodeler.exe;0;Ram International
329;Ramtest;Unknown;RAMTEST.EXE;0;Brown Bag Software
1763;RealAudio Player;Unknown;raplayer.exe;0;Progressive Networks
1806;RealAudio Player;Unknown;raplayer.exe;0;Real Networks
1799;RAR;Unknown;rar.exe;0;RARSoft
722;HEC-RAS;Unknown;ras.exe;0;HES
1974;ReachOut;Unknown;RASERVER.EXE;0;Stac Electronics
1192;R:base 4000;Unknown;RB4000.EXE;0;Microrim
1193;R:base 5000;Unknown;RB5000.EXE;0;Microrim
1191;R:base;Unknown;RBASE.EXE;0;Microrim
1195;R:tools;Unknown;RBCHK.EXE;0;Microrim
2295;Reflection Deployment Manager;9.0.90;Rdep2.exe;1921024;WRQ
1194;R:documenter;Unknown;RDOC.EXE;0;Microrim
1975;ReachOut Network Version;Unknown;REACHOUT.EXE;0;Stac Electronics
1696;Ize Reader;Unknown;READ.EXE;0;Persoft
2109;Reading Realities;Unknown;READING.EXE;0;Teacher Support Software
1805;Real Player;Unknown;realplay.exe;0;Real Networks
1811;RealPlayer;Unknown;realplay.exe;0;Real Networks
1804;Real Player;6.0.3.143;REALPLAY.EXE;17408;Real Networks
1809;RealPlayer;6.0.12.872;realplay.exe;204845;Real Networks
1803;Real Player;6.0.1.206;REALPLAY.EXE;223232;Real Networks
1810;RealPlayer;6.0.9.367;realplay.exe;26112;Real Networks
1697;Referee;Unknown;REFEREE.EXE;0;Persoft
296;Reflex;Unknown;REFLEX.EXE;0;Borland/Inprise
1814;Reference Set;Unknown;REFSET.EXE;0;Reference Software
1386;RegClean - Windows Registry Analysis and Correctio;4.1a, build 7364.1;RegClean.exe;837632;Microsoft
1388;RegCleaner;Unknown;RegCleanr.exe;0;Microsoft
1387;RegCleaner;4.3.0.780;RegCleanr.exe;773632;Microsoft
1435;Win32 Remote Registry Server;4.00.950;regserv.exe;33792;Microsoft
1647;regsvrex.exe;Unknown;regsvrex.exe;16452;OpenOffice
1722;Reminders!;Unknown;REMINDER.EXE;0;Pop Computer Products
397;Report Writer;Unknown;reporter.exe;0;Clarion
647;Certus Lan;Unknown;RESDNT-L.EXE;0;Foundationware
646;Certus;Unknown;RESIDENT.EXE;0;Foundationware
295;Rapidfile;Unknown;RF.COM;0;Borland/Inprise
955;Ronstadts Financials Pro.;Unknown;RFPRO.EXE;0;Lord Publishing
2297;Reflection FTP Client;9.0.132;rftpc.exe;294912;WRQ
490;WordPerfect Rhymer;Unknown;RHYME.COM;0;Corel Corp.
1824;Rightwriter;Unknown;RIGHT.EXE;0;Rightsoft/macmillan
2197;Risk;Unknown;RISK.EXE;0;True Basic
2298;Reflection Links Client View Launcher;9.0.90.00;RLinks.exe;32768;WRQ
2299;Reflection Ping;9.0.31;rnPing.exe;90112;WRQ
1103;RoboDemo;Unknown;RoboDemo.exe;0;Macromedia
1102;RoboDemo;5.0.0.777;RoboDemo.exe;5921792;Macromedia
525;Rolodex Live;Unknown;ROLODEX.COM;0;DacEasy
459;Together;Unknown;ROSE2.EXE;0;Coordination Technology
489;WordPerfect Office;Unknown;RPREMOVE.EXE;0;Corel Corp.
247;Report Manager;Unknown;RPTGENOI.EXE;0;Best Programs
448;R&R Report Writer;Unknown;RR.EXE;0;Concentric
1620;ReadRight;Unknown;RR_DMR.EXE;0;OCR Systems
762;Client Access Data Transfer from AS/400 to PC (bat;Unknown;rtopcb.exe;0;IBM Corporation
2300;Reflection TimeSync Application;9.0.26;rts.exe;32768;WRQ
2268;Rumba;Unknown;RUMBAWSF.EXE;0;Wall Data Incorporated
2267;Rumba;95;RUMBAWSF.EXE;8192;Wall Data Incorporated
2269;Rumba 95;Unknown;RUMBAWSF.EXE;8192;Wall Data Incorporated
2301;Reflection Virtual Desktop;9.00.20;Rvd.exe;86016;WRQ
1812;RealPlayer;Unknown;RVPLAYER.EXE;0;Real Networks
1762;Real Player v4.01;Unknown;RVPLAYER.EXE;110592;Progressive Networks
1808;RealPlayer;4.01;RVPLAYER.EXE;110592;Real Networks
1807;RealPlayer;4.0.20.158;rvplayer.exe;89600;Real Networks
2150;DOS Rx;Unknown;RX.EXE;0;Timeworks
551;Street Atlas USA;Unknown;sa5.exe;0;DeLorme
550;Street Atlas USA;8;sa8.exe;1416704;DeLorme
445;SAFE;6.2;safe.exe;3887104;Computers and Structures
393;Civil Sys-SanSys;Unknown;SANSYS.EXE;0;Civil Entineering
1856;SAPGUI for Win32;4520.2.0.8025;SAPGUI.EXE;674816;Sap
1855;SAP System Logon Application;4.0.3.6707;SAPLOGON.EXE;31744;Sap
2187;Co/session;Unknown;SAPPLICA.EXE;0;Triton Technologies
1970;Sargon 4;Unknown;SARGON4.EXE;0;Spinnaker Software Corp.
1944;Sophos SAVAdmin;2.20;SAVADMIN.EXE;0;Sophos
501;SoundBlaster Card;Unknown;SB16SET.EXE;0;Creative Technology Ltd
2248;Backup Exec Desktop;4.05.01b;sbwin32.exe;598016;VERITAS Software Corporation
1122;SimCity 2000;Unknown;SC2000.EXE;0;Maxis
434;SuperCalc;Unknown;SC4.COM;0;Computer Associates
435;SuperCalc 5;Unknown;SC5.COM;0;Computer Associates
354;Second Copy 97;5.3.1.96;sc97.exe;779264;Centered Systems
1140;VirusScan;Unknown;SCAN.EXE;0;McAfee
1554;Virus Scan;Unknown;SCAN.EXE;0;Network Associates
1144;VirusScan for Windows;Unknown;scan32.exe;0;McAfee
1142;VirusScan Enterprise;7.0.0;scan32.exe;237639;McAfee
1136;Scan for Windows 95;Unknown;SCAN95.EXE;0;McAfee
1143;VirusScan for Windows;Unknown;SCAN95.EXE;0;McAfee
1146;VirusScan for Windows 95/98;Unknown;SCAN95.EXE;0;McAfee
1543;McAfee VirusScan for Windows 95/98;Unknown;SCAN95.EXE;0;Network Associates
1906;Softcraft Font Editor;Unknown;SCFE.EXE;0;Softcraft
1394;Schedule Plus;Unknown;SCHDPL32.EXE;0;Microsoft
1389;Schedule Plus;7.0;SCHDPL32.EXE;110592;Microsoft
1390;Schedule Plus;7.5;SCHDPL32.EXE;184080;Microsoft
1391;Schedule Plus;7.5;SCHDPL32.EXE;190848;Microsoft
1392;Schedule Plus;7.5;SCHDPL32.EXE;192512;Microsoft
1393;Schedule Plus;Unknown;SCHDPLUS.EXE;0;Microsoft
573;Eyewitness Encyclopedia of Science 2.0;2.00.00.2222;Science2.exe;3965632;DK Multimedia
1887;King's Quest IV;Unknown;SCIV.EXE;0;Sierra On-line
718;Smartcom;Unknown;SCOM.EXE;0;Hayes
719;Smartcom III;Unknown;SCOM3.EXE;0;Hayes
2155;Swiftcalc PC;Unknown;SCPROG.EXE;0;Timeworks
2105;Scrapbook+;Unknown;SCRPBOOK.EXE;0;T/maker Company
2018;Surf Control;Unknown;ScUserAgent.exe;0;SurfControl
436;SuperCalc/Win;Unknown;SCW.EXE;0;Computer Associates
1863;SDSK;Unknown;sdsk.exe;0;SDSK
2289;Sure Delete File;Unknown;SD_File.exe;0;Wizard Industries LLC
2288;Sure Delete File;5.00.0007;SD_File.exe;221184;Wizard Industries LLC
1875;SedCAD;Unknown;sedcad4.exe;0;Seagate Software
1641;OpenOffice.org 1.1;6.00.8600;setup.exe;241730;OpenOffice
1643;OpenOffice.org 1.1b2;6.00.8600;setup.exe;241730;OpenOffice
1731;Express Art/300;Unknown;SETUPART.EXE;0;Power Up Software
1732;Express Publisher;Unknown;SETUPEP.EXE;0;Power Up Software
708;Scheduling Employees 97;Unknown;sew.exe;0;Guia International
707;Scheduling Employees 2000;Unknown;sew32.exe;0;Guia International
209;AutoShade;Unknown;shade386.exe;0;AutoDesk
2241;WorldShip;5.0;shipups.exe;0;UPS ONLINE
1147;VirusScan for Windows NT;Unknown;SHSTAT.EXE;0;McAfee
1544;McAfee VirusScan for Windows NT;Unknown;SHSTAT.EXE;0;Network Associates
319;Shufflepuck Cafe;Unknown;SHUFFLE.COM;0;Broderbund Software
1885;Executable (GUI);Unknown;ShutDownPro.exe;0;ShutDownPro
1884;Executable (GUI);1.1.1.7;ShutDownPro.exe;133632;ShutDownPro
856;SideACT;Unknown;SideACT.exe;0;Interact Commerce Corporation
855;SideACT;5.0.2.353;SideACT.exe;225336;Interact Commerce Corporation
857;SideACT Application;5.0.2.353;SideACT.exe;225336;Interact Commerce Corporation
1977;Sidekick;Unknown;SIDEKICK.COM;0;Starfish
668;Sideways;Unknown;SIDEWAYS.COM;0;Funk Software
669;Sideways;Unknown;SIDEWAYS.EXE;0;Funk Software
495;Biz Base Silver;Unknown;SILVER.EXE;0;Creagh Computer Systems
1121;SimAnt/Windows;Unknown;SIMANTW.EXE;0;Maxis
1120;Sim City;Unknown;SIMCITY.EXE;0;Maxis
1124;SimEarth;Unknown;SIMEARTH.EXE;0;Maxis
1126;SimFarm;Unknown;SIMFARM.EXE;0;Maxis
1127;SimLife;Unknown;SIMLIFE.EXE;0;Maxis
1137;Sitelock;Unknown;SITELOCK.EXE;0;McAfee
1138;SiteMeter;Unknown;SITEMETR.EXE;0;McAfee
210;AutoSketch;Unknown;sketch.exe;0;AutoDesk
297;Sidekick Plus;Unknown;SKPLUS.EXE;0;Borland/Inprise
661;SlowView;Unknown;SlowView.exe;0;Freeware
659;SlowView;0.9.9;SlowView.exe;1347584;Freeware
2;SlowView.exe;0.9.9.3;SlowView.exe;1425408;(c) Raihan Kibria 1999
660;SlowView;0.9.9.5;SlowView.exe;1429504;Freeware
658;SlowView;0.9.8b;SlowView.exe;1683456;Freeware
760;Lotus SmartSuite;Unknown;SMARTCTR.EXE;0;IBM
996;Lotus SmartCenter;Unknown;smartctr.exe;0;Lotus Development
997;Lotus SmartSuite;Unknown;SMARTCTR.EXE;0;Lotus Development
1011;Lotus SmartCenter Release 9.5®;Unknown;smartctr.exe;0;Lotus Development Corporation
5;Lotus SmartCenter 97 Edition for Windows 95®;97.0;smartctr.exe;163840;3Com
994;Lotus SmartCenter;97.0;smartctr.exe;163840;Lotus Development
995;Lotus SmartCenter;99.5;smartctr.exe;203776;Lotus Development
1010;Lotus SmartCenter Release 9.5®;99.5;smartctr.exe;203776;Lotus Development Corporation
1897;SmartFTP;Unknown;SmartFTP.exe;0;SmartFTP
1134;Saber Menu;Unknown;SMESSAGE.EXE;0;McAfee
1704;Smartmove;Unknown;SMOVE.EXE;0;Persoft
1181;SnapGrafx;Unknown;SNAP.EXE;0;Micrografx
1639;OpenOffice.org 2;Unknown;soffice.exe;0;OpenOffice
1640;OpenOffice.org 1.1;6.00.8600;soffice.exe;389189;OpenOffice
1642;OpenOffice.org 1.1.0;6.00.8679;soffice.exe;425984;OpenOffice
1644;OpenOffice.org 2;2.0.0;soffice.exe;434176;OpenOffice
1912;Soft.clip;Unknown;SOFTCLIP.EXE;0;Softsystems
1955;Soko-Ban;Unknown;SOKOBAN.EXE;0;Spectrum Holobyte
1399;Sort;Unknown;SORTM.EXE;0;Microsoft
443;Support on Site;Unknown;SOSAW.EXE;0;Computer Library
1947;SPCS Administration;Unknown;spcsadm.exe;0;SPCS
1948;SPCS Lön;Unknown;spcslow.exe;0;SPCS
1668;Windows Spell;Unknown;SPELLDLL.EXE;0;Palantir
408;SPF/2 for OS/2;Unknown;SPF2.EXE;0;Command Technology Corp
407;SPF/2 for DOS;Unknown;SPF386.EXE;0;Command Technology Corp
298;Sprint;Unknown;SPFMT.EXE;0;Borland/Inprise
409;SPF/PC;Unknown;SPFPC.EXE;0;Command Technology Corp
1401;Spider;2, 0, 0, 1;SPIDER.EXE;544768;Microsoft
686;SpinRite;Unknown;SPINRITE.COM;0;Gibson Research Corporation
437;SuperProject/OS2;Unknown;SPJOS2.EXE;0;Computer Associates
438;SuperProject/Win;Unknown;SPJWIN.EXE;0;Computer Associates
2179;ServerProtect Win32-based service;Unknown;SpntSvc.exe;0;Trend
2183;ServerProtect Win32-based service;Unknown;SpntSvc.exe;0;Trend Micro
335;Single Processing Program;Unknown;SPP.COM;0;Bv Engineering Software
412;SCAN Plus;Unknown;SPW-LITE.COM;0;Commcrypt
1408;SQL Server Entreprise Manager;7.0 or +;SQL Server Enterprise Manager.MSC;0;Microsoft
1764;SQLearn;Unknown;SQLEARN.EXE;0;Prolab Software
1407;SQL Server Enterprise Manager;6.5 SP5;sqlew.exe;650752;Microsoft
1659;SQL*Plus;Unknown;sqlplus.exe;0;Oracle
1660;SQLPLUS;7;SQLPLUS.EXE;35328;Oracle
1655;SQL*Plus;8;SQLPLUS.EXE;391952;Oracle
1657;SQL*Plus;8.1.6;sqlplus.exe;481120;Oracle
712;SQLwindows;Unknown;SQLRUN.EXE;0;Gupta Technologies
1405;SQL Server;Unknown;sqlservr.exe;0;Microsoft
1402;SQL Server;6.5 SP5;sqlservr.exe;2555664;Microsoft
1403;SQL Server;7.0;sqlservr.exe;4964624;Microsoft
1406;SQL Server (MSDE);7.00.623;sqlservr.exe;4964624;Microsoft
1404;SQL Server;7.0 SP3;sqlservr.exe;5046544;Microsoft
2081;SQZ! Plus;Unknown;SQZ.EXE;0;Symantec Corp.
1432;Visual SourceSafe;Unknown;SSEXP.EXE;0;Microsoft
1400;SourceSafe;06.00.8163;SSEXP.EXE;17920;Microsoft
28;Superstor;Unknown;SSTOR.EXE;0;Addstor
1698;Smarterm 220;Unknown;ST220.EXE;0;Persoft
1699;Smarterm 2392;Unknown;ST2392.EXE;0;Persoft
1700;Smarterm 240;Unknown;ST240.EXE;0;Persoft
1701;Smarterm 320;Unknown;ST320.EXE;0;Persoft
1702;Smarterm 400;Unknown;ST400.EXE;0;Persoft
1703;Smarterm 470;Unknown;ST470.EXE;0;Persoft
1818;STAAD;Unknown;staadpro.exe;0;Research Engineers
1976;Stacker;Unknown;STACKER.COM;0;Stac Electronics
253;Starcraft;Unknown;StarCraft.exe;0;Blizzard Entertainment
1892;Star Trek The Rebel Universe;Unknown;STARTREK.EXE;0;Simon & Schuster
1989;Across The Usa;Unknown;STATES.EXE;0;Stone & Associates
824;Perl Command Line Interpreter;5,6,1,626;statProxy.exe;772399;IndigoSTAR Software
318;Science Toolkit;Unknown;STK.EXE;0;Broderbund Software
2294;Stoat;Unknown;stoat32.exe;0;WRc Stoat
1749;MathPro front-end executable;4.00.0053;studtut.exe;1264640;Prentice Hall
663;Software Update & Distribution System;Unknown;SUDS.EXE;0;Frye Computer Systems
1500;Super PC-kwik;Unknown;SUPERPCK.COM;0;Multisoft Corporation
256;Fastpak Mail;Unknown;SUPRDUPE.EXE;0;Bloc Publishing
1755;SureTrak;Unknown;Suretrak.exe;0;Primavera Systems
777;Sblive/Storyboard Plu;Unknown;SVAPISB.COM;0;IBM Corporation
1607;Service Manager NT;Unknown;svcmgr.exe;0;NT Tools
1606;Service Manager NT;1, 5, 0, 10;svcmgr.exe;552960;NT Tools
1108;Shockwave Player (IE);Unknown;SwDir.dll;0;Macromedia
1107;Shockwave Player (IE);8.5.1r102;SwDir.dll;32768;Macromedia
1106;Shockwave Player (IE);8.0r196;SwDir.dll;49152;Macromedia
1104;Shockwave Player (IE);10.0.1r4;SwDir.dll;54480;Macromedia
1105;Shockwave Player (IE);6.0.1.6118;SwDir.dll;70144;Macromedia
1072;Flash Player (IE);Unknown;swflash.ocx;0;Macromedia
1055;Flash Player (IE);4.0.28.0;SWFlash.ocx;294912;Macromedia
